temperature,humidity,wind_speed,rainfall,time_of_day,crop_type,disease_type,label
20.0,64.4,14.4,0.0,Night,Tomato,Bacterial spot,Bad
33.4,85.1,8.8,0.0,Night,Tomato,Bacterial spot,Bad
28.5,93.5,13.0,1.6,Night,Tomato,Bacterial spot,Bad
22.7,34.8,13.5,0.0,Night,Tomato,Bacterial spot,Bad
36.8,91.2,14.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
20.3,85.0,7.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
30.7,58.1,6.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
18.3,77.7,8.5,4.6,Night,Tomato,Bacterial spot,Bad
30.5,54.1,5.3,0.0,Night,Tomato,Bacterial spot,Bad
20.3,38.2,8.7,3.4,Night,Tomato,Bacterial spot,Bad
38.8,33.5,12.9,0.5,Night,Tomato,Bacterial spot,Bad
39.1,70.9,12.5,0.0,Night,Tomato,Bacterial spot,Bad
38.2,76.0,6.9,1.2,Night,Tomato,Bacterial spot,Bad
30.4,80.2,13.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
35.9,46.0,7.1,3.7,Afternoon,Tomato,Bacterial spot,Bad
28.4,64.6,10.5,0.0,Night,Tomato,Bacterial spot,Bad
24.2,46.4,7.0,0.0,Night,Tomato,Bacterial spot,Bad
23.7,33.3,12.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.7,82.3,9.3,0.0,Night,Tomato,Bacterial spot,Bad
34.0,87.5,13.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
32.0,72.3,7.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
39.8,41.3,10.2,0.0,Afternoon,Tomato,Bacterial spot,Bad
30.0,93.5,9.3,0.0,Afternoon,Tomato,Bacterial spot,Bad
21.7,91.8,6.7,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.1,73.8,12.3,0.0,Afternoon,Tomato,Bacterial spot,Bad
19.3,77.0,13.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
35.0,53.3,7.6,0.0,Night,Tomato,Bacterial spot,Bad
25.9,93.8,6.9,0.1,Night,Tomato,Bacterial spot,Bad
32.3,88.4,12.4,4.1,Night,Tomato,Bacterial spot,Bad
18.8,70.0,6.6,0.0,Afternoon,Tomato,Bacterial spot,Bad
18.6,33.7,12.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
34.5,32.0,6.0,2.6,Afternoon,Tomato,Bacterial spot,Bad
33.7,62.9,9.4,0.0,Afternoon,Tomato,Bacterial spot,Bad
32.8,52.2,11.1,2.4,Night,Tomato,Bacterial spot,Bad
33.4,91.6,15.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
35.6,80.0,6.4,0.0,Afternoon,Tomato,Bacterial spot,Bad
38.9,52.7,11.7,3.5,Night,Tomato,Bacterial spot,Bad
39.3,64.5,14.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
29.9,53.9,14.2,0.0,Afternoon,Tomato,Bacterial spot,Bad
35.8,47.4,14.9,0.0,Night,Tomato,Bacterial spot,Bad
19.5,44.5,5.1,0.0,Night,Tomato,Bacterial spot,Bad
30.1,76.3,15.0,0.0,Night,Tomato,Bacterial spot,Bad
20.6,70.9,5.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
30.2,81.8,14.6,4.1,Night,Tomato,Bacterial spot,Bad
36.6,90.2,12.6,0.0,Night,Tomato,Bacterial spot,Bad
36.5,56.9,6.7,0.0,Night,Tomato,Bacterial spot,Bad
19.1,53.5,5.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
34.9,85.2,12.2,0.0,Afternoon,Tomato,Bacterial spot,Bad
29.6,60.2,13.0,2.1,Night,Tomato,Bacterial spot,Bad
21.2,75.3,5.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
29.7,42.3,6.3,0.0,Afternoon,Tomato,Bacterial spot,Bad
28.1,70.1,5.6,4.4,Afternoon,Tomato,Bacterial spot,Bad
38.1,68.7,11.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
34.5,39.4,11.8,0.0,Night,Tomato,Bacterial spot,Bad
35.3,75.4,12.7,0.0,Afternoon,Tomato,Bacterial spot,Bad
30.5,75.0,6.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
24.6,82.5,11.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.5,34.0,13.7,4.5,Night,Tomato,Bacterial spot,Bad
33.7,65.3,8.3,0.0,Night,Tomato,Bacterial spot,Bad
35.9,45.0,7.2,0.0,Afternoon,Tomato,Bacterial spot,Bad
22.9,63.7,8.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
22.6,81.5,5.8,0.0,Night,Tomato,Bacterial spot,Bad
23.2,43.2,6.4,3.6,Afternoon,Tomato,Bacterial spot,Bad
24.9,63.2,12.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
25.7,57.3,5.7,0.0,Night,Tomato,Bacterial spot,Bad
28.6,89.6,10.3,0.0,Night,Tomato,Bacterial spot,Bad
27.0,65.9,12.3,4.0,Night,Tomato,Bacterial spot,Bad
20.1,64.5,13.5,2.5,Afternoon,Tomato,Bacterial spot,Bad
32.0,88.1,11.9,1.6,Afternoon,Tomato,Bacterial spot,Bad
24.7,55.6,14.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
32.4,72.5,6.1,0.0,Night,Tomato,Bacterial spot,Bad
31.7,66.9,11.5,2.9,Afternoon,Tomato,Bacterial spot,Bad
25.3,78.3,8.2,0.0,Afternoon,Tomato,Bacterial spot,Bad
25.9,43.4,13.0,0.2,Night,Tomato,Bacterial spot,Bad
22.9,36.6,13.3,4.7,Afternoon,Tomato,Bacterial spot,Bad
37.8,91.1,8.7,0.9,Afternoon,Tomato,Bacterial spot,Bad
23.7,40.2,7.7,1.0,Afternoon,Tomato,Bacterial spot,Bad
39.2,79.7,13.4,0.0,Afternoon,Tomato,Bacterial spot,Bad
34.2,56.4,7.8,0.0,Night,Tomato,Bacterial spot,Bad
20.8,91.8,12.4,2.6,Night,Tomato,Bacterial spot,Bad
38.0,48.0,6.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
34.5,45.6,14.4,1.7,Afternoon,Tomato,Bacterial spot,Bad
38.6,48.2,9.9,0.0,Night,Tomato,Bacterial spot,Bad
38.1,62.5,7.6,4.4,Afternoon,Tomato,Bacterial spot,Bad
35.9,45.7,13.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
29.9,85.8,13.5,4.8,Night,Tomato,Bacterial spot,Bad
35.5,39.6,6.5,0.0,Night,Tomato,Bacterial spot,Bad
20.8,48.8,10.9,4.2,Afternoon,Tomato,Bacterial spot,Bad
25.9,59.1,6.2,0.3,Night,Tomato,Bacterial spot,Bad
33.7,43.0,6.1,4.3,Afternoon,Tomato,Bacterial spot,Bad
38.3,72.3,6.2,0.7,Afternoon,Tomato,Bacterial spot,Bad
35.1,44.3,10.7,4.8,Afternoon,Tomato,Bacterial spot,Bad
22.9,70.1,15.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
33.3,52.3,11.4,0.9,Night,Tomato,Bacterial spot,Bad
22.2,63.5,11.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
33.8,54.5,12.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
36.9,54.1,10.4,0.0,Night,Tomato,Bacterial spot,Bad
34.8,89.9,7.0,2.2,Afternoon,Tomato,Bacterial spot,Bad
34.3,67.5,7.1,0.0,Night,Tomato,Bacterial spot,Bad
24.8,95.0,13.9,3.6,Night,Tomato,Bacterial spot,Bad
38.8,78.9,7.4,0.0,Afternoon,Tomato,Bacterial spot,Bad
22.3,35.3,8.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
23.6,82.0,11.0,0.0,Night,Tomato,Bacterial spot,Bad
27.2,64.6,12.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
29.0,51.9,12.1,0.0,Night,Tomato,Bacterial spot,Bad
32.0,78.0,13.0,2.2,Night,Tomato,Bacterial spot,Bad
32.3,80.4,8.7,2.8,Night,Tomato,Bacterial spot,Bad
24.4,68.8,5.4,0.0,Night,Tomato,Bacterial spot,Bad
20.9,43.7,14.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
25.8,57.8,8.7,0.0,Afternoon,Tomato,Bacterial spot,Bad
30.7,74.4,10.2,0.0,Afternoon,Tomato,Bacterial spot,Bad
24.1,68.0,11.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
35.0,43.5,5.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
26.5,47.2,6.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
32.5,44.3,8.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
36.1,59.5,7.9,2.5,Night,Tomato,Bacterial spot,Bad
33.5,49.5,6.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.8,60.7,9.6,0.0,Night,Tomato,Bacterial spot,Bad
25.0,36.8,10.7,4.6,Night,Tomato,Bacterial spot,Bad
35.0,30.2,14.6,0.2,Night,Tomato,Bacterial spot,Bad
39.2,84.8,13.4,2.4,Night,Tomato,Bacterial spot,Bad
27.9,66.1,13.9,0.0,Night,Tomato,Bacterial spot,Bad
27.2,81.9,6.4,0.0,Night,Tomato,Bacterial spot,Bad
29.2,39.7,11.9,4.9,Night,Tomato,Bacterial spot,Bad
22.4,74.5,13.0,1.3,Night,Tomato,Bacterial spot,Bad
29.1,39.9,10.0,0.0,Night,Tomato,Bacterial spot,Bad
20.2,80.8,8.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
28.9,85.6,9.8,0.0,Night,Tomato,Bacterial spot,Bad
29.3,42.7,13.7,1.4,Night,Tomato,Bacterial spot,Bad
31.5,84.7,8.5,0.0,Night,Tomato,Bacterial spot,Bad
38.6,79.9,12.7,0.0,Night,Tomato,Bacterial spot,Bad
35.1,59.1,8.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
28.5,48.5,6.0,0.0,Night,Tomato,Bacterial spot,Bad
29.2,82.9,12.3,0.0,Afternoon,Tomato,Bacterial spot,Bad
35.2,74.3,9.3,0.0,Night,Tomato,Bacterial spot,Bad
32.1,79.6,5.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
28.8,32.1,8.7,2.6,Afternoon,Tomato,Bacterial spot,Bad
21.5,32.1,9.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
24.1,64.7,13.4,0.0,Night,Tomato,Bacterial spot,Bad
30.5,48.6,6.6,0.0,Night,Tomato,Bacterial spot,Bad
22.5,62.6,15.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
20.3,73.1,13.5,4.7,Afternoon,Tomato,Bacterial spot,Bad
39.3,34.4,8.2,0.0,Night,Tomato,Bacterial spot,Bad
38.3,75.6,9.4,2.2,Afternoon,Tomato,Bacterial spot,Bad
37.7,32.1,9.6,2.9,Afternoon,Tomato,Bacterial spot,Bad
32.2,69.7,14.6,0.0,Afternoon,Tomato,Bacterial spot,Bad
39.6,91.5,7.8,0.0,Night,Tomato,Bacterial spot,Bad
37.5,54.4,14.8,0.0,Night,Tomato,Bacterial spot,Bad
33.8,56.6,7.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
26.5,39.6,7.0,0.0,Night,Tomato,Bacterial spot,Bad
33.5,30.7,12.5,3.3,Night,Tomato,Bacterial spot,Bad
22.9,81.7,9.6,3.3,Afternoon,Tomato,Bacterial spot,Bad
30.9,39.7,10.9,1.1,Afternoon,Tomato,Bacterial spot,Bad
37.5,47.4,9.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
18.5,50.7,11.8,4.6,Afternoon,Tomato,Bacterial spot,Bad
31.0,31.5,5.8,3.3,Night,Tomato,Bacterial spot,Bad
19.7,44.4,5.1,0.0,Night,Tomato,Bacterial spot,Bad
34.9,50.2,8.5,0.0,Night,Tomato,Bacterial spot,Bad
31.2,72.6,13.7,0.0,Night,Tomato,Bacterial spot,Bad
27.3,89.9,12.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
21.2,73.3,10.7,0.0,Night,Tomato,Bacterial spot,Bad
22.1,77.0,11.9,3.6,Night,Tomato,Bacterial spot,Bad
25.9,40.2,10.7,0.0,Afternoon,Tomato,Bacterial spot,Bad
32.8,61.7,5.3,0.0,Night,Tomato,Bacterial spot,Bad
24.1,94.5,12.5,1.4,Night,Tomato,Bacterial spot,Bad
24.8,60.9,13.1,0.6,Afternoon,Tomato,Bacterial spot,Bad
28.1,32.1,8.0,3.4,Afternoon,Tomato,Bacterial spot,Bad
34.0,48.3,7.2,0.0,Night,Tomato,Bacterial spot,Bad
30.3,90.6,7.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
30.9,33.0,8.6,0.0,Afternoon,Tomato,Bacterial spot,Bad
36.8,41.1,11.9,0.0,Night,Tomato,Bacterial spot,Bad
31.7,73.8,10.6,0.0,Afternoon,Tomato,Bacterial spot,Bad
31.1,47.4,13.5,1.3,Night,Tomato,Bacterial spot,Bad
35.2,39.2,11.6,0.4,Afternoon,Tomato,Bacterial spot,Bad
27.3,57.3,9.0,0.0,Night,Tomato,Bacterial spot,Bad
25.0,34.8,10.8,1.0,Night,Tomato,Bacterial spot,Bad
38.2,53.2,12.1,0.3,Night,Tomato,Bacterial spot,Bad
25.3,50.5,11.7,0.0,Night,Tomato,Bacterial spot,Bad
33.1,53.7,12.8,0.0,Night,Tomato,Bacterial spot,Bad
33.5,36.1,6.0,0.0,Night,Tomato,Bacterial spot,Bad
36.1,93.9,7.9,0.0,Night,Tomato,Bacterial spot,Bad
36.2,94.0,14.3,0.0,Night,Tomato,Bacterial spot,Bad
23.4,77.2,5.5,3.4,Afternoon,Tomato,Bacterial spot,Bad
21.2,79.9,9.3,0.0,Afternoon,Tomato,Bacterial spot,Bad
23.0,89.4,6.2,2.5,Night,Tomato,Bacterial spot,Bad
32.8,77.4,14.1,0.0,Night,Tomato,Bacterial spot,Bad
31.5,78.8,9.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
34.1,75.0,7.3,4.2,Night,Tomato,Bacterial spot,Bad
19.4,50.5,11.7,0.0,Night,Tomato,Bacterial spot,Bad
39.2,87.5,11.5,0.0,Night,Tomato,Bacterial spot,Bad
37.0,78.9,5.9,0.0,Night,Tomato,Bacterial spot,Bad
37.0,87.0,6.3,0.0,Afternoon,Tomato,Bacterial spot,Bad
39.5,51.8,5.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
31.9,93.9,10.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
24.3,30.2,5.5,0.0,Night,Tomato,Bacterial spot,Bad
23.2,49.8,14.1,3.1,Afternoon,Tomato,Bacterial spot,Bad
35.2,47.0,7.9,0.0,Night,Tomato,Bacterial spot,Bad
35.5,77.2,6.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
18.5,61.5,11.1,0.0,Night,Tomato,Bacterial spot,Bad
18.0,56.8,13.6,0.8,Night,Tomato,Bacterial spot,Bad
26.4,39.8,14.0,0.0,Night,Tomato,Bacterial spot,Bad
28.3,30.5,5.6,0.0,Afternoon,Tomato,Bacterial spot,Bad
36.1,92.1,10.4,0.0,Night,Tomato,Bacterial spot,Bad
26.0,91.5,9.8,0.0,Night,Tomato,Bacterial spot,Bad
20.9,75.6,8.7,3.5,Night,Tomato,Bacterial spot,Bad
28.9,77.6,8.1,0.0,Night,Tomato,Bacterial spot,Bad
35.6,50.2,12.0,2.9,Night,Tomato,Bacterial spot,Bad
23.9,68.8,8.6,0.0,Night,Tomato,Bacterial spot,Bad
28.2,36.9,11.5,4.2,Afternoon,Tomato,Bacterial spot,Bad
34.9,82.0,14.2,3.7,Afternoon,Tomato,Bacterial spot,Bad
24.2,67.2,12.9,0.0,Night,Tomato,Bacterial spot,Bad
33.8,72.5,13.8,4.5,Night,Tomato,Bacterial spot,Bad
35.2,43.4,12.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
33.3,56.9,14.2,0.8,Night,Tomato,Bacterial spot,Bad
31.2,64.3,12.3,1.8,Night,Tomato,Bacterial spot,Bad
26.0,45.1,13.1,0.6,Night,Tomato,Bacterial spot,Bad
19.1,54.6,6.6,3.8,Night,Tomato,Bacterial spot,Bad
36.8,60.3,8.6,0.0,Afternoon,Tomato,Bacterial spot,Bad
27.4,83.2,10.3,0.0,Afternoon,Tomato,Bacterial spot,Bad
36.1,32.8,6.7,4.3,Night,Tomato,Bacterial spot,Bad
31.0,93.1,12.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
24.4,34.5,6.6,3.4,Night,Tomato,Bacterial spot,Bad
34.4,82.3,11.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.3,76.5,6.1,0.0,Night,Tomato,Bacterial spot,Bad
19.2,57.2,10.6,0.9,Afternoon,Tomato,Bacterial spot,Bad
38.2,56.0,13.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
36.0,58.6,7.8,0.7,Night,Tomato,Bacterial spot,Bad
34.7,90.3,7.5,2.3,Afternoon,Tomato,Bacterial spot,Bad
29.6,74.2,9.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
20.5,72.4,14.1,0.0,Night,Tomato,Bacterial spot,Bad
34.1,65.8,12.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
35.0,73.7,5.7,0.0,Afternoon,Tomato,Bacterial spot,Bad
33.2,77.5,12.1,2.1,Afternoon,Tomato,Bacterial spot,Bad
38.8,42.9,5.6,0.0,Night,Tomato,Bacterial spot,Bad
18.5,58.2,11.5,0.0,Night,Tomato,Bacterial spot,Bad
38.9,69.0,12.5,0.8,Afternoon,Tomato,Bacterial spot,Bad
32.4,77.1,10.6,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.7,63.8,9.1,0.0,Night,Tomato,Bacterial spot,Bad
29.2,87.5,7.6,4.6,Afternoon,Tomato,Bacterial spot,Bad
35.0,41.4,12.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
31.2,30.1,7.4,2.8,Afternoon,Tomato,Bacterial spot,Bad
35.1,45.5,14.6,0.0,Night,Tomato,Bacterial spot,Bad
27.5,62.7,12.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
28.6,90.7,5.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
32.0,54.9,9.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
22.2,83.2,5.7,0.0,Afternoon,Tomato,Bacterial spot,Bad
20.0,32.7,7.5,0.0,Night,Tomato,Bacterial spot,Bad
23.8,76.3,5.8,4.7,Afternoon,Tomato,Bacterial spot,Bad
37.8,59.6,8.0,0.0,Night,Tomato,Bacterial spot,Bad
33.8,69.3,14.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
38.4,47.9,8.5,0.0,Night,Tomato,Bacterial spot,Bad
36.7,83.6,13.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
31.1,91.1,14.8,0.0,Night,Tomato,Bacterial spot,Bad
29.1,37.4,9.0,0.0,Night,Tomato,Bacterial spot,Bad
36.7,56.1,14.2,1.5,Night,Tomato,Bacterial spot,Bad
30.8,89.6,11.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
19.9,34.5,9.2,0.0,Night,Tomato,Bacterial spot,Bad
33.8,43.6,6.8,0.0,Night,Tomato,Bacterial spot,Bad
27.7,50.4,6.7,0.0,Night,Tomato,Bacterial spot,Bad
19.4,83.3,10.1,3.4,Afternoon,Tomato,Bacterial spot,Bad
40.0,78.8,10.4,2.9,Night,Tomato,Bacterial spot,Bad
34.0,73.3,9.4,0.5,Afternoon,Tomato,Bacterial spot,Bad
22.4,38.0,8.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
38.8,83.7,7.1,0.0,Night,Tomato,Bacterial spot,Bad
19.7,64.6,12.5,2.4,Night,Tomato,Bacterial spot,Bad
30.8,53.5,9.7,0.0,Afternoon,Tomato,Bacterial spot,Bad
22.2,38.7,5.4,0.0,Night,Tomato,Bacterial spot,Bad
37.9,42.4,7.6,0.0,Afternoon,Tomato,Bacterial spot,Bad
39.5,43.1,7.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
32.7,43.6,12.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
19.1,74.4,6.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
24.8,38.7,13.1,0.0,Night,Tomato,Bacterial spot,Bad
37.0,37.1,14.4,0.9,Night,Tomato,Bacterial spot,Bad
38.9,44.0,5.7,0.0,Afternoon,Tomato,Bacterial spot,Bad
36.3,75.6,9.2,0.0,Night,Tomato,Bacterial spot,Bad
38.7,33.3,12.5,0.6,Night,Tomato,Bacterial spot,Bad
24.8,79.5,6.9,4.6,Afternoon,Tomato,Bacterial spot,Bad
30.8,39.3,9.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
20.8,91.3,14.3,0.0,Night,Tomato,Bacterial spot,Bad
20.8,41.5,9.3,0.0,Night,Tomato,Bacterial spot,Bad
18.2,70.1,14.3,0.0,Afternoon,Tomato,Bacterial spot,Bad
22.7,90.3,9.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
31.7,79.8,6.8,3.4,Afternoon,Tomato,Bacterial spot,Bad
29.2,64.7,5.9,1.8,Afternoon,Tomato,Bacterial spot,Bad
36.9,55.6,11.4,0.0,Night,Tomato,Bacterial spot,Bad
24.5,90.0,8.4,0.0,Afternoon,Tomato,Bacterial spot,Bad
26.8,58.9,8.0,3.8,Afternoon,Tomato,Bacterial spot,Bad
27.3,81.1,10.9,4.1,Afternoon,Tomato,Bacterial spot,Bad
25.9,64.5,6.6,0.0,Afternoon,Tomato,Bacterial spot,Bad
28.5,73.0,12.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.7,70.9,13.3,0.0,Afternoon,Tomato,Bacterial spot,Bad
19.7,94.6,12.5,3.8,Afternoon,Tomato,Bacterial spot,Bad
28.9,63.3,9.2,4.0,Afternoon,Tomato,Bacterial spot,Bad
29.8,37.0,7.2,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.0,49.7,12.3,1.4,Night,Tomato,Bacterial spot,Bad
26.7,69.9,7.9,4.8,Night,Tomato,Bacterial spot,Bad
39.4,49.5,7.4,0.0,Night,Tomato,Bacterial spot,Bad
33.7,46.1,14.4,0.0,Afternoon,Tomato,Bacterial spot,Bad
25.3,89.9,7.5,4.5,Night,Tomato,Bacterial spot,Bad
35.0,70.6,14.3,4.8,Night,Tomato,Bacterial spot,Bad
20.5,89.3,14.2,0.0,Afternoon,Tomato,Bacterial spot,Bad
22.0,77.1,14.4,1.7,Night,Tomato,Bacterial spot,Bad
39.3,36.8,11.1,4.4,Afternoon,Tomato,Bacterial spot,Bad
18.3,91.9,13.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
29.8,57.1,12.2,1.9,Night,Tomato,Bacterial spot,Bad
20.0,77.6,9.1,0.0,Night,Tomato,Bacterial spot,Bad
25.7,57.3,6.9,0.0,Night,Tomato,Bacterial spot,Bad
39.8,88.2,14.2,0.0,Night,Tomato,Bacterial spot,Bad
34.5,37.6,6.9,0.0,Night,Tomato,Bacterial spot,Bad
37.1,85.2,11.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
26.2,90.3,11.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
19.3,85.4,13.4,2.7,Afternoon,Tomato,Bacterial spot,Bad
34.4,91.4,7.5,3.5,Night,Tomato,Bacterial spot,Bad
25.1,73.5,5.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
22.0,53.7,11.8,2.5,Night,Tomato,Bacterial spot,Bad
23.7,82.8,7.4,0.0,Night,Tomato,Bacterial spot,Bad
33.9,81.9,7.8,0.0,Night,Tomato,Bacterial spot,Bad
20.8,76.5,13.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
24.6,56.0,7.8,0.0,Night,Tomato,Bacterial spot,Bad
30.4,35.2,14.3,1.4,Night,Tomato,Bacterial spot,Bad
39.1,49.3,7.5,0.0,Night,Tomato,Bacterial spot,Bad
20.9,86.1,6.1,0.0,Night,Tomato,Bacterial spot,Bad
24.0,83.2,11.6,3.9,Night,Tomato,Bacterial spot,Bad
21.2,49.3,11.8,0.0,Night,Tomato,Bacterial spot,Bad
24.8,81.6,13.6,0.0,Afternoon,Tomato,Bacterial spot,Bad
31.6,66.5,6.2,0.0,Afternoon,Tomato,Bacterial spot,Bad
26.8,60.2,6.0,0.0,Night,Tomato,Bacterial spot,Bad
39.8,57.8,8.3,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.1,81.1,12.5,3.7,Night,Tomato,Bacterial spot,Bad
18.8,51.3,6.5,4.5,Night,Tomato,Bacterial spot,Bad
35.9,78.7,10.0,0.0,Night,Tomato,Bacterial spot,Bad
19.9,77.4,9.4,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.6,45.5,6.8,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.5,51.4,6.5,0.0,Night,Tomato,Bacterial spot,Bad
37.1,83.0,11.7,3.7,Night,Tomato,Bacterial spot,Bad
25.6,53.7,13.6,2.6,Night,Tomato,Bacterial spot,Bad
24.5,53.4,5.2,0.0,Night,Tomato,Bacterial spot,Bad
22.9,68.3,14.9,3.3,Night,Tomato,Bacterial spot,Bad
23.0,45.8,7.8,0.0,Night,Tomato,Bacterial spot,Bad
35.9,48.1,12.7,4.3,Night,Tomato,Bacterial spot,Bad
19.2,94.0,14.7,0.0,Afternoon,Tomato,Bacterial spot,Bad
31.4,74.8,9.0,1.8,Night,Tomato,Bacterial spot,Bad
25.8,85.4,6.9,0.0,Night,Tomato,Bacterial spot,Bad
24.9,42.1,5.1,0.0,Night,Tomato,Bacterial spot,Bad
40.0,55.9,7.0,3.7,Night,Tomato,Bacterial spot,Bad
20.8,41.4,6.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
27.6,88.2,14.8,3.8,Night,Tomato,Bacterial spot,Bad
33.9,90.7,10.6,2.7,Night,Tomato,Bacterial spot,Bad
30.1,48.3,9.2,0.0,Night,Tomato,Bacterial spot,Bad
39.2,52.8,7.4,1.0,Night,Tomato,Bacterial spot,Bad
24.9,43.4,6.5,0.7,Afternoon,Tomato,Bacterial spot,Bad
25.9,38.9,6.6,0.0,Afternoon,Tomato,Bacterial spot,Bad
19.2,56.5,6.5,0.0,Night,Tomato,Bacterial spot,Bad
34.2,43.1,8.3,0.0,Night,Tomato,Bacterial spot,Bad
36.1,46.1,14.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
33.3,82.8,5.7,0.0,Night,Tomato,Bacterial spot,Bad
32.0,88.0,6.3,0.0,Night,Tomato,Bacterial spot,Bad
20.8,78.6,6.5,0.0,Night,Tomato,Bacterial spot,Bad
24.6,34.8,5.1,0.0,Night,Tomato,Bacterial spot,Bad
37.1,37.4,6.2,0.0,Afternoon,Tomato,Bacterial spot,Bad
32.3,51.2,14.9,0.0,Night,Tomato,Bacterial spot,Bad
22.7,66.8,9.8,2.8,Night,Tomato,Bacterial spot,Bad
19.5,94.6,10.0,0.0,Afternoon,Tomato,Bacterial spot,Bad
32.9,37.6,9.3,2.7,Afternoon,Tomato,Bacterial spot,Bad
35.3,57.5,9.9,0.0,Night,Tomato,Bacterial spot,Bad
18.4,83.3,9.4,1.5,Night,Tomato,Bacterial spot,Bad
28.3,65.7,12.9,0.0,Night,Tomato,Bacterial spot,Bad
37.4,84.1,10.0,4.4,Afternoon,Tomato,Bacterial spot,Bad
28.6,36.3,12.1,0.0,Afternoon,Tomato,Bacterial spot,Bad
37.7,65.9,11.6,0.0,Night,Tomato,Bacterial spot,Bad
33.7,58.0,8.9,0.0,Afternoon,Tomato,Bacterial spot,Bad
22.7,43.6,14.7,0.0,Night,Tomato,Bacterial spot,Bad
32.5,60.0,5.5,0.0,Afternoon,Tomato,Bacterial spot,Bad
